path,label,width,height,pixel_sha256,phash,split_group,split
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121806.jpg,Healthy,300,300,9e3334eb8bb852496e923fc06516f2ca80f12202da73ea59c6a19fc65407f233,2060690474663632062,group-00401,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121808.jpg,Healthy,300,300,80793d8a8fba24956d46f7782bbdf418adc718ef8aad7995c2c66453bd95e59a,7791724898085456382,group-00402,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121810.jpg,Healthy,300,300,f6d1ad18d7281203ef413516e0c0694b14235b33f9e9e11af91686a77866b7cc,4139532731341618347,group-00403,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121813.jpg,Healthy,300,300,2ed991d625f5e3956e5be5af6926c08f34deb5527cdfd611b36625fec3cf11ac,6436160715765477886,group-00404,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121816.jpg,Healthy,300,300,101cc22714e54995a566352a6907a1a57f6f33bf566e5b7f0c3fb257dfb3471c,1802411571398183422,group-00405,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121818.jpg,Healthy,300,300,770464e6c6644cab5a5b991ac5f6b036ae1fffda829b10120f34e818f30caaea,7575923916973183854,group-00406,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121823.jpg,Healthy,300,300,bd383b6621f8510b4b081ae50ec7e362d33ec42862b029be40910cf5fb40ff93,5931915366280420142,group-00407,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121826.jpg,Healthy,300,300,7feebc3e45f285032d20b5639ff71c9a27ce61a9df189e118c6ca68110984c91,7945225650957074942,group-00408,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121829.jpg,Healthy,300,300,a6e723fb6b676b93008265c05650b0eec2e40b07187a91d47960653a1dad2f4c,5824899638600026622,group-00409,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121831.jpg,Healthy,300,300,566a471cac59e0a7b4c5acdb0dfdeb5c95317240a2ce5fde7a6a90dd94b00cf1,5300892370041987563,group-00410,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121832.jpg,Healthy,300,300,476857ea4cc2d022b775c4f422f26f36909f51e3a290a89c80b3434fa6ac7bd9,1302140560374386427,group-00411,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121834.jpg,Healthy,300,300,2720683d52502fae2bb89d6e0844d75d32d467644577ed0849b5a4af25f4b6e3,5490769689073028715,group-00412,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121836.jpg,Healthy,300,300,9ec1363baf0dfe5e2336799a5e953a076983e91282f557ec134c23cbad2e7df9,412087983966256746,group-00413,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121843.jpg,Healthy,300,300,7d1fde6b727d9bdb61f78046a8432134defa788c7acb36176fe6c003bc9a98bf,3783942176551893038,group-00414,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121845.jpg,Healthy,300,300,d451602bd224928d3c454ad1ef3b3d20ca4dbb491e1c280a3a6059c17dda5f66,7188691240297058878,group-00415,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121847.jpg,Healthy,300,300,cfaae5cd9002fe4467d908c7f59580887a520b31d690dcf6456c218aed43b315,1377108360429458238,group-00416,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121848.jpg,Healthy,300,300,7b359f7d395dc709a59a6caf99d6c77c5bf7294b19341c23f6060983b3999cc8,1495702582855615358,group-00417,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121850.jpg,Healthy,300,300,c741a1bb5b6e94b466cfd3e94d6184bd42cb1ecf5e6bc730234c4d7097b369c4,4092816880892793454,group-00418,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121852.jpg,Healthy,300,300,37ed186d08cb1e168c8214028adca397901938dd9bf58dcdb24ab7211826fae6,2065848967678284410,group-00419,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121853.jpg,Healthy,300,300,de269bd9c01d4bcff7b42504f72d20f89bde71f51493680ce765d2dde22a8f8b,3105593741933864619,group-00420,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121857.jpg,Healthy,300,300,8516c2ccf65e063b63607b31c973037ba9bce108a75711ed2e06791918a426db,7087547824310827307,group-00421,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121914.jpg,Healthy,300,300,0627d11a9f002142cfbe7cac8d09ae309ae38d9f886bd72b3cb8f35fe213f42a,3660137967215923438,group-00422,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121923.jpg,Healthy,300,300,e954a94cdac4a87d8f975765c8564953a55cfa5d06f0beef3ddb3eaada2748f2,3920034958900190636,group-00423,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121925.jpg,Healthy,300,300,cf4d53bdd5a7633cb62e261edc3a49698a95b4722d4cd94a158e980c0efe20e4,1380043526915086780,group-00424,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121928.jpg,Healthy,300,300,65f9bb2be3d6c2931f39b5fc0257c30eadad8f963d2bec48206d867aaf966b62,6360461562601263528,group-00425,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121932.jpg,Healthy,300,300,3a6e1e23d429392c2f9549a329443d37de9c6cbf062228b98d8fe80d448c0e02,4386954331862506309,group-00426,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121937.jpg,Healthy,300,300,9adeac76ff041fb455faebfec2dff549a30a76d901e73de9ec294fb4c1e12df9,8178679537055413867,group-00427,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121949.jpg,Healthy,300,300,993af12df9bf4399750fc5c027fe0d36e326742ce099258214d03dfd3bf8fca3,2980679411190967022,group-00428,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121954.jpg,Healthy,300,300,4317f9b2c21731a1c82a8eb7d48cd5b1dce4b99b5025e29ead99157e6b5a754b,5480217963654457528,group-00429,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-08 at 18.12.29.jpg,Healthy,300,300,9ad706f2a9b660371b6d44ababf2e9b90f5ae5e35d36e847dd333a979f849ea9,7065398871037422014,group-00430,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-08 at 18.12.31.jpg,Healthy,300,300,6e7a581518425bd9cf732c2b627104ede7c870c45b74f4dc8795537a242e3769,5892879010479833515,group-00431,test
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-08 at 18.12.32.jpg,Healthy,300,300,390eccae7dc08580c38d2e32cdcdc303c2a20f3d154007f4dde9778ae8dab899,3766093191339313579,group-00432,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-08 at 18.12.33 (1).jpg,Healthy,300,300,f04d41cf19799391e6c70c338863e7d43228b35b684f54b88cafb69bbe0e697c,6119790137280086443,group-00433,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-08 at 18.12.33.jpg,Healthy,300,300,04c41de95bfaed2353218ffafcc96ac0e550bc19c6c8a2688c5c5a184e821492,8809980378669138347,group-00434,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.36 (1).jpg,Healthy,300,300,325347f63241ffcf8e8317e30e31557d5d31082c31a229b02cb9e9116c5bb257,2183796476811096851,group-00435,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.36.jpg,Healthy,300,300,abb2cf4e6a5822c801657ac5f92c2ccb555ab3c25d7d42a76ead1532b74a2222,5541315181291987347,group-00436,test
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.37 (1).jpg,Healthy,300,300,8233850e2c93dc99a72a2bad98e3acc469a4044cebe4e745f43720d74681f9b0,904365042287470150,group-00437,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.37.jpg,Healthy,300,300,356f50da226c376e7ed3d19f9fcd0014d6279e80ce7d019d874a906c05ac811f,6441948803163383302,group-00438,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.41 (1).jpg,Healthy,300,300,6e4ee82b23f3cd95748a4aacf4be25d8945bde51d11dfd765232f71d21342b46,4893264998800999064,group-00439,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.41.jpg,Healthy,300,300,7323595acef465a92fb0629d1bbeb2d5864d00d8f3a609db90addfd80e95a9c5,2438236861173054340,group-00440,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.42 (1).jpg,Healthy,300,300,975bb6ca6505014d58de2c79e281eff92f473d6712c4df9f1222729995b54cdd,6859619714016985984,group-00441,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.42.jpg,Healthy,300,300,2f4ff5ad73cb5f5a9e5a901ef49de9f89b63a8d6aa5b56758c70df8173d133e4,1410587623886395792,group-00442,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.43 (1).jpg,Healthy,300,300,769326ea8aa8b6c5662adc6e0e395a6a2432ffd8757b3c46b7d63bce573401fe,7951397222285494753,group-00443,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.43.jpg,Healthy,300,300,c4de39573435969984c60f5f2b83f13824d7923470002207757362295c56020e,4967892103240875732,group-00444,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.44 (1).jpg,Healthy,300,300,49492d53527844f25d4be24a38c88cb535b7567ab93697718f991d0b5af6251c,434161291421446611,group-00445,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.44.jpg,Healthy,300,300,46841b4791d0938e8865719518bf9de0778e190c1ec97e36cc98e9a183102567,5238879658380598580,group-00446,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.45.jpg,Healthy,300,300,0a34d94eef0816bb85f8aed5b6d3e8d73932f68f693356065fe2bbd726d97c4b,6587865596544043411,group-00447,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.46 (1).jpg,Healthy,300,300,d27ecfeec1f21d263cc2e3c6c45f92e3394d795117ab0fada51baf15dc1852ee,3702833123131018771,group-00448,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.46.jpg,Healthy,300,300,0b39f9ac55ae31a5527ffd04e9605f71d981017981767af48e2b99b5519be115,7400314851643824539,group-00449,test
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.47.jpg,Healthy,300,300,009cf578247ea640656b8ca735cc42941ce33d7b062d11b4f5fb16ba481cb08e,7617388190370057358,group-00450,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.48 (1).jpg,Healthy,300,300,00cad64096f0b4633d73f0b70ba0accc5a183a9f129809d16b18e69bfa7415e9,7198498805791485134,group-00451,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.48.jpg,Healthy,300,300,008f4da3640ad687e318540682f1b81c862b7c22077065cf7b4e4c72d1f0bd15,3208293786968095126,group-00452,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-11 at 17.30.03.jpg,Healthy,300,300,c801645969af0e7e97d06e3a9de32500044bad84b03f6253e3ee2ac68f046cfb,5804457817082642926,group-00453,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-11 at 17.30.04.jpg,Healthy,300,300,d303b5b8b315bdfa252693e631f6d6dfb71ccbbfe6e3a5882f10438b42eb3cca,8647126323307995630,group-00454,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-11 at 17.30.05.jpg,Healthy,300,300,c87a88ae1d595505b58d38ecddd51b1d4125f3a118d8de82274dfeab6da247c2,975470986436426554,group-00455,test
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-11 at 17.30.06.jpg,Healthy,300,300,ec82ed487f63128245ccf5b6cbe01ae361045985a2968c00ec2600b7ee0b8f75,3558692027346926462,group-00456,test
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-11 at 17.30.07.jpg,Healthy,300,300,7fe3a69cda586801a6f709596ad9c44e8190bc48684227f160c0bf6f635afb72,4936395469232160363,group-00457,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-11 at 17.30.08.jpg,Healthy,300,300,cc2f5fce10b2afdf4aab10beaaf4416f080f2f3cb8b769ff699254d1d20cd85e,7669298446636991925,group-00458,test
Basil_Plant_Unhealthy/IMG_20201217_112345.jpg,Unhealthy,240,320,ace12c600a2974de83fc78874ee7965de80e385ed6b77bf18b5dc42e1fa6b9c2,1958627780345248390,group-00459,development
Basil_Plant_Unhealthy/IMG_20201217_112348.jpg,Unhealthy,240,320,761b4c89a8645ad76a242e52ef63be4b835758a415566c8e459e2a11c6cd55a9,2110615746554419844,group-00460,development
Basil_Plant_Unhealthy/IMG_20201217_112352.jpg,Unhealthy,240,320,69bc49290c711019dfa6235877ef7123fa188d7798728f984efb26ae36f2c49f,7587312577024836250,group-00461,development
Basil_Plant_Unhealthy/IMG_20201217_112357.jpg,Unhealthy,240,320,b1f51408c49df66a241eb1667a4e27dbbb9099d2cb9eea2658fd371ab48652a3,6096891143213219546,group-00462,development
Basil_Plant_Unhealthy/IMG_20201217_112408.jpg,Unhealthy,240,320,eb74662c8e7e550e7133cf710788103c52473aa17c87b4d8b889159c477bfb31,1974129830337621704,group-00465,development
Basil_Plant_Unhealthy/IMG_20201217_112411.jpg,Unhealthy,240,320,2d876f6f13c6d84777e7b9177fc78a98f58360ee9bfd9d7d4c235fffdc092c7a,1974169412689170120,group-00464,development
Basil_Plant_Unhealthy/IMG_20201217_112413.jpg,Unhealthy,240,320,c6ef86d7a601959af48353cba2acb7f5052738d7157f8c6ed4d7cd93b213c221,821210524755070664,group-00465,development
Basil_Plant_Unhealthy/IMG_20201217_112415.jpg,Unhealthy,240,320,06eab81aacd8b24505a8a129a126a3e756489d8fd6eb09a659098a3d946f037b,7053915057699587784,group-00466,test
Basil_Plant_Unhealthy/IMG_20201217_112501.jpg,Unhealthy,240,320,1b0e4df688509975176069c276a58a36fb5a47b26cd9db29a2fb84ca4f05630a,8383332535912086258,group-00467,development
Basil_Plant_Unhealthy/IMG_20201217_112549.jpg,Unhealthy,240,320,45ee82cea581bb7fe0c811747ada4793fb9ebdef64bcfaeea5e7d7a852f2960c,2456881218162509284,group-00468,development
Basil_Plant_Unhealthy/IMG_20201217_112600.jpg,Unhealthy,240,320,273e53ceee54758e9be140e9e6d20cb764f56ae9913d911dc5fcc40f31ff76a2,423420468882422423,group-00469,test
Basil_Plant_Unhealthy/IMG_20201217_112604.jpg,Unhealthy,240,320,e0e9dd2483a080966a19cb30e96a23652ed1e9d863a5af06987db20af183d84e,2448009728623245973,group-00470,test
Basil_Plant_Unhealthy/IMG_20201217_112606.jpg,Unhealthy,240,320,0f481c15cad77f27632b87d9ca82ab0b57c8f28211fab4313045d042bd1a6a5f,2447024564040497815,group-00471,test
Basil_Plant_Unhealthy/IMG_20201217_112621.jpg,Unhealthy,240,320,4b30a20534bd9fd704a421241c908d69811cdf27ef738b0192b87ce51b21f59f,2189758009296931796,group-00472,development
Basil_Plant_Unhealthy/IMG_20201217_112623.jpg,Unhealthy,300,300,0f4eb1bb8becdf15b6868e789cd0bf856793a258047faaaa91565bec101d5812,1031788432830022590,group-00473,development
Basil_Plant_Unhealthy/IMG_20201217_112652.jpg,Unhealthy,300,300,7fb348a86c86e30ed08fb9c664b9a53e72bbe1983d0b847630d9fed133527199,434168125118315134,group-00474,development
Basil_Plant_Unhealthy/IMG_20201217_112654.jpg,Unhealthy,300,300,7dce998408091058bec4b6b4ab2a8f8420f748da760499c86af9acc85d3b22ff,362110534832183934,group-00475,test
Basil_Plant_Unhealthy/IMG_20201217_112658.jpg,Unhealthy,300,300,2f48323008793acb263ed077c9188350c559ad0a8a9f95528bbe86a82115376e,7371426889271645374,group-00476,development
Basil_Plant_Unhealthy/IMG_20201217_112712.jpg,Unhealthy,300,300,0ba7a98e3e60874c13cffe8e79785be08dd72e5a3ad25bdb6f81638ec90b2fdc,1789704092995107134,group-00477,development
Basil_Plant_Unhealthy/IMG_20201217_112714.jpg,Unhealthy,300,300,fed25a6aa03636330c20fd12cbaf613794add605f975ab34c7f63d048a246945,596267852647479614,group-00478,development
Basil_Plant_Unhealthy/IMG_20201217_112718.jpg,Unhealthy,300,300,37b5865299159531bbd6af26adf5f0a04f1b7883006ebbc60d306afe63e80b86,8740187136485066558,group-00479,development
Basil_Plant_Unhealthy/IMG_20201217_112722.jpg,Unhealthy,300,300,109bc95a2d9c9075a733c9919bd5dfbeb7b0f941693a0b8ee971872572667ead,1028622292792605486,group-00480,development
Basil_Plant_Unhealthy/IMG_20201217_112725.jpg,Unhealthy,300,300,94aa562512ed2908e6fee5dc323ee2317bef09c9e050bb188b61e25cdecbcbeb,5640325894843890222,group-00481,development
Basil_Plant_Unhealthy/IMG_20201217_112726.jpg,Unhealthy,300,300,167ad88bb5de9fec4ace04e386e1826dab44f8d8c8341cd47458aeb7468a090b,5064001469370034734,group-00482,development
Basil_Plant_Unhealthy/IMG_20201217_112729.jpg,Unhealthy,300,300,2f367b78ef8874d96c1c3c5493082cc346dd850eef0e94e32191f2596e038477,1843769976113811070,group-00483,test
Basil_Plant_Unhealthy/IMG_20201217_112731.jpg,Unhealthy,300,300,7d4e1cc59e4fc6ca51c1a853564c660eb9b57d8e2d71966999309a162a0bc238,1844726689203178622,group-00484,development
Basil_Plant_Unhealthy/IMG_20201217_112739.jpg,Unhealthy,300,300,724cf8c96f8569cc5cd9bb0d15456479d54aae283bf635553d0e6e16070fd8c9,3320060099669571194,group-00485,development
Basil_Plant_Unhealthy/IMG_20201217_112744.jpg,Unhealthy,300,300,aa871c9d51e1fadfecd584ac2ceed29e85e75f8b08834cbc794ee946b2cae773,5487962858418599550,group-00486,test
Basil_Plant_Unhealthy/IMG_20201217_112752.jpg,Unhealthy,300,300,6c773c16405940222877d8b666816c33a21f0e575b8c06e4607004005d11baab,526905795975741617,group-00487,test
Basil_Plant_Unhealthy/IMG_20201217_112754.jpg,Unhealthy,300,300,a89cefd7a1c61400a5d6e329883d0a889a5e48cf9db0b2b4050eeccbe5150938,2836652071465944305,group-00488,test
Basil_Plant_Unhealthy/IMG_20201217_112755.jpg,Unhealthy,300,300,9e6b5739441c9f3015f444899597ac21b1b0fa1f5019b1a1b79418c495e8e829,5140227921916112049,group-00489,test
Basil_Plant_Unhealthy/IMG_20201217_112757.jpg,Unhealthy,300,300,faaa31710d9356ac06bfccd3beca67203c5781b75b9710c1850137557973cf42,7423227872956438949,group-00490,development
Basil_Plant_Unhealthy/IMG_20201217_112759.jpg,Unhealthy,300,300,1bb61968954aa2d527ca9cfdc609a2560afe727949172e03073e669c17133058,5588312325449880461,group-00491,development
Basil_Plant_Unhealthy/IMG_20201217_112801.jpg,Unhealthy,300,300,e295fcf1672b94222146ff6a210e9e1ceb9652e7cc2f5163f8c1b50d93e77eee,4037915833819129057,group-00492,development
Basil_Plant_Unhealthy/IMG_20201217_112805.jpg,Unhealthy,300,300,9c6cd8ee3c459d590023b37ac55a2f40139812693d2b97bfdddff10f5ef42821,2752503620297157638,group-00493,development
Basil_Plant_Unhealthy/IMG_20201217_112809.jpg,Unhealthy,300,300,1d98e63e493e17283a09fd0cfc696b397041e80beec525bfcfb0534a0845978b,5047931897023938798,group-00494,development
Basil_Plant_Unhealthy/IMG_20201217_112810.jpg,Unhealthy,300,300,b469a5b43b96067a8009fafac2db12a64e541b79b1eee6fccef7f7e954f57715,449719294081221358,group-00495,test
Basil_Plant_Unhealthy/IMG_20201217_112812.jpg,Unhealthy,300,300,66af771ad4eb2d124e1888a354d5a280f90d814efb40a64af799e78a4ccc5fd4,900072338499012494,group-00496,development
Basil_Plant_Unhealthy/IMG_20201217_112814.jpg,Unhealthy,300,300,c79dcf314c72ddf6135cd6725b025a202072d420c1142848cf62948e44af97f7,76559345503160076,group-00497,development
Basil_Plant_Unhealthy/IMG_20201217_150537.jpg,Unhealthy,300,300,57fab73105deb94f62402a10a52fa4f7cbbeff82f6df6704f6a036b7cae1f9a2,50874673302571448,group-00498,development
Basil_Plant_Unhealthy/IMG_20201217_150541.jpg,Unhealthy,300,300,a0cafce31a540d1d7647dc2fed72c8e8449a63925b0e89517a119756f913fc1e,397389464014142448,group-00500,development
Basil_Plant_Unhealthy/IMG_20201217_150544.jpg,Unhealthy,300,300,4896fff6ff77b607517399df9210eddef0a38fd2cebf280f5a39eabeba285456,396826514060717046,group-00500,development
Basil_Plant_Unhealthy/IMG_20201217_150547.jpg,Unhealthy,300,300,dbbcb31ca853e7bb65eb864d2b1957fa2a14242336b77486667720650b9323b9,4720774841765168126,group-00501,development
Basil_Plant_Unhealthy/IMG_20201217_150556.jpg,Unhealthy,300,300,5ec6edafb3cd51cce1c8ed1e89a6802238f6c3ccd1ac6e43da05cdadd7337a21,7164292497722887355,group-00502,development
Basil_Plant_Unhealthy/IMG_20201217_150600.jpg,Unhealthy,300,300,6f79330d6560f8dee025d703a825dd24e7208e51a8105c621b1f5308bd7ea442,2184828253457805755,group-00503,development
Basil_Plant_Unhealthy/IMG_20201217_150604.jpg,Unhealthy,300,300,ef05316d58eb8e27531be5cd7ac41361f5e7f8a989786be1258e3039bc0d8b98,1031985793411250363,group-00504,development
Basil_Plant_Unhealthy/IMG_20201217_150605.jpg,Unhealthy,300,300,5ae36701d995cd931ef0410767c92668b533a39c19d1f610c7c8ee383ea060e0,1042144181324542139,group-00506,development
Basil_Plant_Unhealthy/IMG_20201217_150606.jpg,Unhealthy,300,300,e0d06fcca6b0c9da8e6a41a98c24a6f401a4b36f85062f0d8bc5a8284ab07177,1024130882326687931,group-00506,development
Basil_Plant_Unhealthy/IMG_20201217_150609.jpg,Unhealthy,300,300,abd4c9fbec80a5fcd77054bccb5cd88cb8f9dd855ebde6b1dc807ed7dccf7888,3188043020752056507,group-00507,test
Basil_Plant_Unhealthy/IMG_20201217_150610.jpg,Unhealthy,300,300,61ada71d0325df7a29eb04a0021fc4b35df9ff579222c29f4bb820bb38902438,1003286843801530555,group-00508,test
Basil_Plant_Unhealthy/IMG_20201217_150612.jpg,Unhealthy,300,300,ac662a4a5be78b460371d150c0d199f89f26250c03c633efa603a21ecd9fda00,3223570389197975739,group-00509,development
Basil_Plant_Unhealthy/IMG_20201217_150615.jpg,Unhealthy,300,300,20ddf38fc207bf9e09860b1e1e08eba954081cc1ae566a6db7d8390f613d7fd2,7373328946693358763,group-00510,development
Basil_Plant_Unhealthy/IMG_20201217_150617.jpg,Unhealthy,300,300,12b22def733d6195571c9d59bb01cd545f0616d304cf5fff5aaca7771f00a4f0,8679091088776185003,group-00511,development
Basil_Plant_Unhealthy/IMG_20201217_150620.jpg,Unhealthy,300,300,11bd1b0aad37f07f77848e796c49dea58ee95cb707f2b5f006dad8bcda1711df,2052076346631418043,group-00512,development
Basil_Plant_Unhealthy/IMG_20201217_150623.jpg,Unhealthy,300,300,4c18a43377e408ba901c106c9c77260d7a54c852f3d1d26cc410cce99e1142cf,8698917738685963499,group-00513,development
Basil_Plant_Unhealthy/IMG_20201217_150626.jpg,Unhealthy,300,300,10523eaa97035cb0e0cc1a7adfc6d30a1ff1e4b2c7b7eb916b6301dd3c58a859,2169694976946587115,group-00514,development
Basil_Plant_Unhealthy/IMG_20201217_150627.jpg,Unhealthy,300,300,df9478a79201d6cc34344a1f270b4d5bc39bfeb368e5507311cef065dbf26e1b,9087257539690743019,group-00515,development
Basil_Plant_Unhealthy/IMG_20201217_150629.jpg,Unhealthy,300,300,8bf69453b370cf9efa9edf5840a4e497ac22ab1721184f5224cd37b9e8f4159e,8519770588976366827,group-00517,development
Basil_Plant_Unhealthy/IMG_20201217_150629_1.jpg,Unhealthy,300,300,bab0b22a413eaac9e1adf5b3dc7cc32ba2b33df251df787e60b04a940a3685d9,8511466939724449003,group-00517,development
Basil_Plant_Unhealthy/IMG_20201217_150630.jpg,Unhealthy,300,300,ecd4f69e229a9324e717ebd8f04f21315798ed47d2a52444def4ee822e093732,2170433780040647915,group-00518,test
Basil_Plant_Unhealthy/IMG_20201217_150631.jpg,Unhealthy,300,300,23e9f8673ac289c68b1c5222383bd7a5644b276f88e7fe6a992ac66d2464f1c8,2170423061409195179,group-00519,development
Basil_Plant_Unhealthy/IMG_20201217_150735.jpg,Unhealthy,300,300,4839b259757e57769fe4eb427156be37f07b10ba8d601fa7c3aa0de19f9ee4b0,5298184115182801086,group-00520,development
Basil_Plant_Unhealthy/IMG_20201217_150737.jpg,Unhealthy,300,300,0e07da5f98dcd815bceaa0f1f754340c27937fa1db5846b1151571eddc73e645,3897212657110127806,group-00522,test
Basil_Plant_Unhealthy/IMG_20201217_150739.jpg,Unhealthy,300,300,cc34d15822ba879cb4036a64d49a591fce46f14c4f01f0cecbae84b6d8ee7e34,3897212657110127806,group-00522,test
Basil_Plant_Unhealthy/IMG_20201217_150741.jpg,Unhealthy,300,300,89cddca70dfb8d786e771f43a2f80f9d1f4317f73492024c7a5846fa5f8e5290,3329493021610513598,group-00524,development
Basil_Plant_Unhealthy/IMG_20201217_150744.jpg,Unhealthy,300,300,29720eb21c58a521aab7bb4ba6e64814351e5405937c12273fc08550e770c51d,3347507420119471294,group-00524,development
Basil_Plant_Unhealthy/IMG_20201217_150748.jpg,Unhealthy,300,300,b6c508e840c2e4a88d1e5d995fce8482dd34aa37113dbe67746ad2f871572905,970773745140794606,group-00526,development
Basil_Plant_Unhealthy/IMG_20201217_150750.jpg,Unhealthy,300,300,4b0e07eb67e4cc56e59bfba8ad0ea2e0bcbeb8ae21e48540c681c203cbaf59ec,970773744603927790,group-00526,development
Basil_Plant_Unhealthy/IMG_20201217_150752.jpg,Unhealthy,300,300,3dcc88df8242156bac69f6f10c59dc3df67cc345fb063926c0dcfdb894090db9,6981451734120322219,group-00528,development
Basil_Plant_Unhealthy/IMG_20201217_150753.jpg,Unhealthy,300,300,7e5f91de3136282a8130241c664f9dd371849f9bfd286fe5ac059c0bd347582a,6963419743427941547,group-00528,development
Basil_Plant_Unhealthy/IMG_20201217_150757.jpg,Unhealthy,300,300,b1dc27f7da0d72993deb6a992cc0a8f83a105bd644ce943e1d75628ee87a735a,5261545639853208826,group-00529,development
Basil_Plant_Unhealthy/IMG_20201217_150759.jpg,Unhealthy,300,300,619a98f61be9ddb315d9287df57690c061db9792e77016aa2e795f3fefc91077,4325674116309095610,group-00530,test
Basil_Plant_Unhealthy/IMG_20201217_150801.jpg,Unhealthy,300,300,36c302f8da3f77288266497cbf6871e1367cd2a21e71517d723048e67e254d57,5797473857818653882,group-00531,development
Basil_Plant_Unhealthy/IMG_20201217_150802.jpg,Unhealthy,300,300,540f5415729b4d76ad9efb0dbd84cabead32ef4cc9023b010dcbaba7c6fca63b,1874878164393317626,group-00532,development
Basil_Plant_Unhealthy/IMG_20201217_150929.jpg,Unhealthy,300,300,62b7bc8f9945c4a6bd4c110eead475a4c56d8b3980e4da99108d4576311ec526,7864005819256075217,group-00533,development
Basil_Plant_Unhealthy/IMG_20201217_150930.jpg,Unhealthy,300,300,9abd84cd159bfd5930f7c25fbdbfb337da4a848c196f465b8cb435f34ea733ed,8003687226693039041,group-00534,development
