path,label,split_group,split
Basil_Plant_Unhealthy/IMG_20201217_152542.jpg,Unhealthy,group-00881,development
Basil_Plant_Unhealthy/IMG_20201217_152548.jpg,Unhealthy,group-00882,development
Basil_Plant_Unhealthy/IMG_20201217_152549.jpg,Unhealthy,group-00883,test
Basil_Plant_Unhealthy/IMG_20201217_152550.jpg,Unhealthy,group-00889,development
Basil_Plant_Unhealthy/IMG_20201217_152551.jpg,Unhealthy,group-00889,development
Basil_Plant_Unhealthy/IMG_20201217_152554.jpg,Unhealthy,group-00889,development
Basil_Plant_Unhealthy/IMG_20201217_152555.jpg,Unhealthy,group-00889,development
Basil_Plant_Unhealthy/IMG_20201217_152556.jpg,Unhealthy,group-00889,development
Basil_Plant_Unhealthy/IMG_20201217_152557.jpg,Unhealthy,group-00889,development
Basil_Plant_Unhealthy/IMG_20201217_152602.jpg,Unhealthy,group-00890,development
Basil_Plant_Unhealthy/IMG_20201217_152608.jpg,Unhealthy,group-00896,development
Basil_Plant_Unhealthy/IMG_20201217_152609.jpg,Unhealthy,group-00896,development
Basil_Plant_Unhealthy/IMG_20201217_152610.jpg,Unhealthy,group-00896,development
Basil_Plant_Unhealthy/IMG_20201217_152611.jpg,Unhealthy,group-00896,development
Basil_Plant_Unhealthy/IMG_20201217_152612.jpg,Unhealthy,group-00896,development
Basil_Plant_Unhealthy/IMG_20201217_152614.jpg,Unhealthy,group-00896,development
Basil_Plant_Unhealthy/IMG_20201217_152618.jpg,Unhealthy,group-00897,development
