path,label,group,width,height,sha256,pixel_sha256,phash,split_group,split,role
Basil_Plant_Unhealthy/IMG_20201217_151645.jpg,Unhealthy,,300,300,805cb889450fcb645467bc1dbb7eb1d2a7fd3ba286d4f3a4203ebf371393cb0b,1a605bb7eabaf61f6a242917f8e79539cb604a82e625eed2ce86cccb7ef6daa0,3185758578278818667,group-00854,development,train
Basil_Plant_Unhealthy/IMG_20201217_151647.jpg,Unhealthy,,300,300,c3c905da2e0d838718f90f08c9db35a023af59459e5528cdd58375ef48d78969,e7d8cd77ba9650d279901ec1c108ee6a89e5978ea0d1fe42d2e89ac7eb4a7110,1391127013807766315,group-00855,test,test
Basil_Plant_Unhealthy/IMG_20201217_151648.jpg,Unhealthy,,300,300,bed87bd0611e8602303a5f01d341076ac33af7f0ad68d94424114152b5c47f80,82679e7d75e3c8b4b555fc44ae78cb887598ce70fe9f05c3bf2d5f4a94539fb0,8013200108773313323,group-00856,development,train
Basil_Plant_Unhealthy/IMG_20201217_151650.jpg,Unhealthy,,300,300,99e5b432012b57c0d4654d40fcb6baf4f34434155f51ba733adb16bdf52e108e,902237e12b96fa32393ae0f35078ab61fafdad31fca03a5c5f41b1425e84e56c,2621961195166251819,group-00857,development,train
Basil_Plant_Unhealthy/IMG_20201217_151651.jpg,Unhealthy,,300,300,10005845a5179bd6ebf178cbf05e7deb48d303d106364da262b648f72c3993c0,7017f0218f1cc09cbe96c24caa0e005f3f7eff794e4f11f19a3c5ba4a2e1c69f,928200585556945390,group-00858,development,val
Basil_Plant_Unhealthy/IMG_20201217_151653.jpg,Unhealthy,,300,300,7f5d47c049983310a4e711671f694648d5f3f57e9b185f9a5b4aa989a46ddad1,857b3f1ac0d2748faea1d5c100eb48979338fbb6ed73ab9e449a93b209c6c36e,2781119982107245630,group-00859,development,train
Basil_Plant_Unhealthy/IMG_20201217_151655.jpg,Unhealthy,,300,300,08bc08061dc514512a3b0878bd8272b681dc488f1e280705047fd1729199f9e0,0604d7ca6d60f61677a9a52c6ae181aa216f258775d76398e4f3a1b65fa2d45d,8652002604215660158,group-00860,development,val
Basil_Plant_Unhealthy/IMG_20201217_151657.jpg,Unhealthy,,300,300,40f61794714d15290ee5abcc42b1a56f604db89940771b815c36c7053300d461,cd131ea417da5a408db12e01e38a0dfda7fc96081d2180f5eb72fab00092588e,8653161489203416702,group-00861,development,train
Basil_Plant_Unhealthy/IMG_20201217_151658.jpg,Unhealthy,,300,300,8fb1a895910ac60173fcc19b644dd0264894ae5643b4499755f7896893be524d,6ae85780e840c27ed27a5e583e025260c665e1dfef1dd589c76f4db7d4cdcbc5,7521628127430119038,group-00862,development,train
Basil_Plant_Unhealthy/IMG_20201217_151700.jpg,Unhealthy,,300,300,5ee3c802384172ffa0a964640dcd909bf08aaac592b36c0aa8f374295d7a3bed,e06f7bd4606da68947adc0ccd3433bc917f1b78737d27a990dfb1d1d3c9c1f8d,2435152605289844286,group-00863,development,train
Basil_Plant_Unhealthy/IMG_20201217_151701.jpg,Unhealthy,,300,300,f0f31232bac65aca77c96b26b0d0964512ee2bb71e4ad72413fce5894a17d19a,ea0d638d4497717cbc687a3bc9391e005c496b87c49146d26d7770e452a4d3a2,469371648030219838,group-00864,development,val
Basil_Plant_Unhealthy/IMG_20201217_151703.jpg,Unhealthy,,300,300,e28fbcc141757021e2709b4f6f3d4a17a21a0d2421e74bca670830a6ec5f78ee,8cfffb489be7d744900b608bc342c9c01af2594775ccbcc19d0008e862cfea2c,253260700697955966,group-00865,development,train
Basil_Plant_Unhealthy/IMG_20201217_151705.jpg,Unhealthy,,300,300,6709a599ced4ede4e6fd92a8865572847ace84823fa0a6b460fe8035c7eefe52,4d0a494a982bd800ce0a0e0e864b3172dfa5beac8e980a5182b0abf04d855515,5927208824954625598,group-00866,development,train
Basil_Plant_Unhealthy/IMG_20201217_151705_1.jpg,Unhealthy,,300,300,8d16e6f8544085d7042ce262816962b9a685a15627dc73770b0e1d3dd17fd419,06f072e078237db1d2ae36ea08c6b68fce0d8a53fd7e2f469da1c9cda477f64e,5931676149221105214,group-00867,development,train
Basil_Plant_Unhealthy/IMG_20201217_151707.jpg,Unhealthy,,300,300,efe2111ddec6ae5ee5756f9d6c16894fa8abc7518da8c68b58709f6ce1e75ca9,65ae86d8adde485ec5ae56331a7c58b784ba14c08fcbe6cf9b29f12a5ceca7ed,2739811091924377150,group-00868,test,test
Basil_Plant_Unhealthy/IMG_20201217_151708.jpg,Unhealthy,,300,300,a4498b8be2de9ef8711485a868502d550de318f88081d9a8125fe67a1e5eec2e,181b3873f11ba382001d041efda46e3b72495e83ad8064222f4409cd12475762,2440431834401789486,group-00869,development,val
Basil_Plant_Unhealthy/IMG_20201217_151709.jpg,Unhealthy,,300,300,69cc93784c6a6a52785556680d5d477df41094de4f334f43c2d31d44e0655bb6,fca15498f7289967be02237d8dfe7dd6815cc54760fcc5337439c82ca3ad2e71,7417617719140406846,group-00870,test,test
Basil_Plant_Unhealthy/IMG_20201217_151710.jpg,Unhealthy,,300,300,cf3d41b7dd2f1a57dd1898a3a94793f4a1ae5795911f55bfa6544c7019ff499c,8244214b1b66c33ac45b9acf1a5fb53e8e3adf8ff814b7c8def2710b3694d064,2955989766016128747,group-00871,test,test
Basil_Plant_Unhealthy/IMG_20201217_151716.jpg,Unhealthy,,300,300,c7ccc4eae2ebd2c3ce6e71ef0984e997e0ff547179202ac98168d4914c4c92b0,58e4d6b72aa7aca04b2d4d3a86dc077714558f865984de3f77ff102dffa522f9,2970575036856452779,group-00872,test,test
Basil_Plant_Unhealthy/IMG_20201217_151718.jpg,Unhealthy,,300,300,132b76612a4008fcd317e1e2b0bd377f4fc1a4722956d12ed2b4fdb771e060ae,aeb895ee0962a598078e19f2503e6a5496c2ab0c0801748604dfd84080a3e1e0,1741086359929275627,group-00873,development,train
Basil_Plant_Unhealthy/IMG_20201217_151720.jpg,Unhealthy,,300,300,e3731e4d8e9d4b348515a755c1c72947881db5ea0c41271f03a768c047c0ae32,a18333484aff6c96f57da14a83f08a7ac2ea3b99549020db256b7857189409ab,6357178529152287982,group-00874,development,train
Basil_Plant_Unhealthy/IMG_20201217_151723.jpg,Unhealthy,,300,300,6a0425e8f9c037bade3b6fbf5425a27821e8ef8d66fb46886d81cbc05378f9a6,24ec14033c39db979b4a2ab36c6b04e7f1986e13ce36958a636de0167a7ae08f,4813006810906412270,group-00875,development,train
Basil_Plant_Unhealthy/IMG_20201217_151724.jpg,Unhealthy,,300,300,62a308e3ec3d4b7a672087c5a00f2324f9ffaa1746c2607b00eb9ba3e7dc5392,4a4fd7b305fc4dcddbb56b4ac174dae162e5d3e3d4a42acb7b425df2de1dbeac,453026521428319471,group-00876,development,val
Basil_Plant_Unhealthy/IMG_20201217_151725.jpg,Unhealthy,,300,300,636f3c30e79ea90ea197623ca00e4a9ccee5f91c0a37c90063af9811a14bc2d8,d45ac77480cc68b66735ef559e540ca78d33e9c1059b138b4a466c5bd9262150,6645395710354447599,group-00877,development,val
Basil_Plant_Unhealthy/IMG_20201217_151727.jpg,Unhealthy,,300,300,d2d9cc994e6455c18199c5ba568f26d6550426749baf6005aedec32adaef72b1,911a13830a85bc2a8edbf0a99bfdf91751957f206ba18afefc8330fca3397d3d,8950957948834923758,group-00878,development,val
Basil_Plant_Unhealthy/IMG_20201217_151728.jpg,Unhealthy,,300,300,1d44c5cb8d93dee2074c6394119d61b552b9df5f623ac54c56c539a57bb3dd62,9603e4b3042fba5147d7e66689d4d3ffa831e03d9d06c79479c32aa1d9494320,8680728502175515886,group-00879,development,train
Basil_Plant_Unhealthy/IMG_20201217_151730.jpg,Unhealthy,,300,300,d77c5f60cba4b615d9fd2bc1ebdeda84123a6fb26a15a5ae4db6ff05966a3ac8,3ab55de026b9c1387e27f196f6ed35aac0aae84d277e5894ee868135eaa5f2af,4338290899613435119,group-00880,development,train
Basil_Plant_Unhealthy/IMG_20201217_151735.jpg,Unhealthy,,300,300,732169c1dd4f27e0a79375a6c01c69bb783360a85493a16cac0c802a52242299,e25bf8808710de308ebd5048d17e841d2297991ecd315811e57ae3824f3062b3,1278525348790783659,group-00881,development,val
Basil_Plant_Unhealthy/IMG_20201217_151736.jpg,Unhealthy,,300,300,291dc84264df4fc94fc0308fd6720bb70907f8501355ca2085766a3eb385aded,1349c76be501439e1a4fd82c270cde77f224f7c0914a8729521cb76920d2de90,5813650264015621547,group-00882,development,train
Basil_Plant_Unhealthy/IMG_20201217_151737.jpg,Unhealthy,,300,300,03790f2697ae89dec426557571fc270e74a228e111fcc23b6a48b60c2a03d3e3,922b2c6bebf9640f63029f87a96aafffa80a086c869d06ee8ca1f4cb1cac2d09,8191553072716154283,group-00883,development,val
Basil_Plant_Unhealthy/IMG_20201217_151738.jpg,Unhealthy,,300,300,e1fc9ff744ae54fd57fccad11010b5c7fef0fd8a7f270f511c9e7d07b3bbf62e,c36215b03d324fc168e9c05a32d78051c00cffa3a7cd6f4f8fa5e426cdf3521c,7047636696938173627,group-00884,development,train
Basil_Plant_Unhealthy/IMG_20201217_151740.jpg,Unhealthy,,300,300,7fd2282393ea5734304adcfaa240b405de3d89f9cc2b19005b705c77ee1eaeff,4dc2fc25f79e9d72d369eb1b83261ed4a766a63255665a190e8ea7c7d8d70d59,7053195699197939899,group-00885,development,train
Basil_Plant_Unhealthy/IMG_20201217_151741.jpg,Unhealthy,,300,300,dcdb28f11ba35045e5880c5946e49968fc122490918bdb97e24a2c2d1c7d4ca2,e2ff2984ff849b6f238153d9318ca2755d88d6b3231d5ca6ba7c64ed41a769a7,7184644513254707390,group-00886,development,val
Basil_Plant_Unhealthy/IMG_20201217_151742.jpg,Unhealthy,,300,300,6363a395826803117a463c8bb4c0f155ce2586dff3bb0612b6d568f2e72149b2,da635b7dc0c4c54bda2981429874e146e913a9884455b971b18d486c81b2b528,7204664322088358590,group-00887,development,val
Basil_Plant_Unhealthy/IMG_20201217_151744.jpg,Unhealthy,,300,300,fe7559b65308e36dc57c9a21c944eccab6a896f341df0e07b6f059dd9f1e2863,6e4686bb74eef3253ea401b35f91ce6b2f5855be99653633241340e1f771c1b7,7034196060025230266,group-00888,development,train
Basil_Plant_Unhealthy/IMG_20201217_151745.jpg,Unhealthy,,300,300,f6913f6610ab9533fc8ec1873c716272a2eff2ef6528dd74f5b2c7db05be6b3a,440c31ba296ad86117653fa76431fd48421b9eca601f17ce10176e55efbb5ca8,7044681004518330814,group-00889,development,train
Basil_Plant_Unhealthy/IMG_20201217_151748.jpg,Unhealthy,,300,300,0297f59924cfa41cb8506b71fb22a92d5d920eb61acc72ff3f03656bc42a08de,ced76db589e64e3d37d0192429fbd096cf68aa4775562783881cd38b2cc7f0a7,3342742177634890387,group-00890,development,train
Basil_Plant_Unhealthy/IMG_20201217_151749.jpg,Unhealthy,,300,300,6c158279d9fd5cc13add1c44bcf19bcea57a2e75bc603b7203a9199a61fc334d,ba06f24fac2a814b649517bc6488f17f43a649a9850f634c3f7eae2fdc9ff0e5,2767125850320319379,group-00891,development,train
Basil_Plant_Unhealthy/IMG_20201217_151752.jpg,Unhealthy,,300,300,d25337ca69fb408d141c998d556ed06098f7c734176f52dafe3d2a0c031ce97b,2f60c79f87858d64096e36dff41c20b24c49f812b0087f881b70a00efa8390b4,3414175094933987679,group-00892,development,train
Basil_Plant_Unhealthy/IMG_20201217_151753.jpg,Unhealthy,,300,300,2a6df3c9ae38a894d665d90590af14acda9a80f4d11b6adc04e2a851f608e47d,effbd922b91b49a9cf861ddb0d21a4165dfd268c99b510d1b502082f5cd7b87d,1036283287255294431,group-00893,development,train
Basil_Plant_Unhealthy/IMG_20201217_151754.jpg,Unhealthy,,300,300,6c0ba6e58346a414edd5b4fe9999b958713c391d8354ba6dfe5d0c9fef2b73bc,a58930bb4b880c9710cbfc553a1b755403fee0272fe8e23e40fbd4a54ff79100,3404103567807000851,group-00894,development,train
Basil_Plant_Unhealthy/IMG_20201217_151755.jpg,Unhealthy,,300,300,f0d823e5e26c305d905af81465ed07657da197c7c811043236b5329a887cdb30,62f1ac825dedacfcecccd13d8288d354c5ddeb2681ce3c57e46384e306b3148d,1087775633511463195,group-00895,test,test
Basil_Plant_Unhealthy/IMG_20201217_151755_1.jpg,Unhealthy,,300,300,13c7516975fa850a1361bf6d4e638a567bad6173708337afa7e99e79cbae6688,2703e5836c14767d1727597a95ece62b6d3b3e83f3ec0f25af5554d84950f9c6,1540458090682825163,group-00896,development,train
Basil_Plant_Unhealthy/IMG_20201217_151759.jpg,Unhealthy,,300,300,ab50c47dc1a80102034bf6c2511ff52b6ddfe642d26b188a2c0077f07f2c51f0,869ce34841951e4b5d2110835c751428d1be1bbb0358b2f4942505496cddefeb,6323802182703576605,group-00897,test,test
Basil_Plant_Unhealthy/IMG_20201217_151801.jpg,Unhealthy,,300,300,b9304134f41508dbb9ecb359c3ef0166822751110488110a3e1f237130da198f,241372564f71d66a9afeb08840c3d9cc565454ef79249ef648f760fbeea3babd,4351547004054553003,group-00899,development,train
Basil_Plant_Unhealthy/IMG_20201217_151802.jpg,Unhealthy,,300,300,2edf98da167133240fd565d9d2698846389049dd3a5f457c4c0dd9cafe6ca1fe,eb859825f9c28729c645667f1e098ea4447a4692212f2ba814bcf31dd1264047,2189810386832081323,group-00899,development,train
Basil_Plant_Unhealthy/IMG_20201217_151803.jpg,Unhealthy,,300,300,0dd018902eeb540d06b5b83d312938ec9bdcaa5091a8797698a80b33ccf6f9eb,d4b9b190fb08ba01028d22bc1de3258e3f426ecd4102cb628f665fee15efa50f,2145434006686237099,group-00900,development,train
Basil_Plant_Unhealthy/IMG_20201217_151806.jpg,Unhealthy,,300,300,513046f3cdfcec4fe7d6aeb69c384f68cef28fde5f0ed298e6f3a080d2c26617,2bb0556aa03ba260b2bdabea900178a624c58603c83cffcb8eb058c34bf8e4c7,3611014812077883819,group-00902,development,val
Basil_Plant_Unhealthy/IMG_20201217_151806_1.jpg,Unhealthy,,300,300,c8aef7cb7d6d34040b911d9d3156e7f1fcd978c7f87592931a28df81a22cc359,0d0675f5334c699db9846111d8b051581cac13949c4599e7455852addbd62b7a,8294723240171045291,group-00902,development,val
Basil_Plant_Unhealthy/IMG_20201217_151808.jpg,Unhealthy,,300,300,97b4e099f213da1da00adba1373d886fa6230ec04b77aeda6d8fd33bd107370e,79163d6d7486577bbe7ccd273b61711d3679ace27d1efe3053c4a3cbc9b5792f,8184807261832642987,group-00904,test,test
Basil_Plant_Unhealthy/IMG_20201217_151808_1.jpg,Unhealthy,,300,300,748c05057cf23ddcdc6f4fd26ee1d8cc845032099fc30ead76d14bb4e9a34b92,67360b0320869667eb09e0fa32e4172b4445fdfe80167ebe597dc06a174085a3,8184877630576820651,group-00904,test,test
Basil_Plant_Unhealthy/IMG_20201217_151809.jpg,Unhealthy,,300,300,050cd2c94229bbc4f3d5721a2ab7b72257bc7f4fbbbd35501c99abd446952901,97df07a5127e96f18336300c6c0c9f3159632d9516979721624b94f8002ce96a,1136704107269820843,group-00905,development,train
Basil_Plant_Unhealthy/IMG_20201217_151810.jpg,Unhealthy,,300,300,13aca1c744c6d25ae4a84e8d2e9d4b0987bd5209b4409163523d7dd0f0189389,58e8a73c98265031df080a76db5428cd7e3ae804d18e2d501871bd30a0eab4ec,5640299438217298347,group-00906,development,train
Basil_Plant_Unhealthy/IMG_20201217_151811.jpg,Unhealthy,,300,300,27823bf5a18e1f13059c1342333c5e0331bc594e378ab692b27e405cd1689e22,161fb3e539e0248591de07e3fb9635b29f0da2e7bcf685282ef84b3e19ec616c,2050260091861615019,group-00907,development,val
Basil_Plant_Unhealthy/IMG_20201217_151823.jpg,Unhealthy,,300,300,f731c1051d0ebf6fe059a72ada1facf8cbf888ec9c85a2245c6dcf8fc7bdc7f3,6baf81ef20a0631cd60dc56765252882aa5921b442ef699ed86fa8b8865d30a1,3593357947995820971,group-00908,development,train
Basil_Plant_Unhealthy/IMG_20201217_151828.jpg,Unhealthy,,300,300,c1a83883b4822c207d59325e128cbfa0fc9c7d799d1b8d17f87c38b725d30811,66e16e4d3ac2e6c4301bb08e21d20531a27ba8470ff5e1510648c502474a2fa1,2585530109712767518,group-00910,test,test
Basil_Plant_Unhealthy/IMG_20201217_151833.jpg,Unhealthy,,300,300,b51b78cdccef067f7c3b106eac63cd39ec7e5c1b9a4b93d4d95f81e8d9aa81e5,665726f1721c6044435c8150b9d00018fc6455de9c3861442efd33077814aec7,7179197331651271198,group-00910,test,test
Basil_Plant_Unhealthy/IMG_20201217_151834.jpg,Unhealthy,,300,300,00aba180cb1155ebd405cb79692a1a185108b2016f8eef0df48343afdd061999,e4790b397e6ee441147f05cec53035538ba26c05cc1f5f486793cba9f0ab521c,2243287128071051806,group-00911,test,test
Basil_Plant_Unhealthy/IMG_20201217_151835.jpg,Unhealthy,,300,300,279b4d54cce2f8e6e8d7967b123fd214a7b30de4797943c271e7d779695192f0,d3ada5adc75cfcdd40d277caf77bc1da1979660c526ac698ce2d81a5cd8de342,1085237233769893982,group-00912,development,val
Basil_Plant_Unhealthy/IMG_20201217_151836.jpg,Unhealthy,,300,300,668ecbc28070b4bf5bcfb00b7c539ebf323fda61fbbad19342d330081d2b6b2f,82e9aea750e901b8d69eebcd5d1e7a3963ede3c22d0c1b752915cc71f5170058,954388752984297566,group-00913,development,val
Basil_Plant_Unhealthy/IMG_20201217_151837.jpg,Unhealthy,,300,300,0e87e75f980f90d31e03fdd3e65b868af41ca12bf498dbe135d985c6ea3e862b,6ee43b10dbafa0b12c1dffc51a97331d477bc8c0dfcfca4863454649b883a82a,5291425613884805234,group-00914,development,train
Basil_Plant_Unhealthy/IMG_20201217_151838.jpg,Unhealthy,,300,300,89d633a8104b9e0daf7ba7ef0ed98e68ee0d2e83a1e4426bf0456ae1d4785b4c,52fe14227aaac43201a81395e96ea4ab0c0a2d9a01d4e6567e4c454efcfce629,4781393067888726258,group-00915,development,val
Basil_Plant_Unhealthy/IMG_20201217_151839.jpg,Unhealthy,,300,300,062c843e462ef51051477ccaee3cc2509201da7e3fdc96505b3d715134f081ea,5fc3bfa3c52fc3de6543c9edbbccbca2f36b88bdadf18d586467f3178a3ac9e9,466379493608493138,group-00916,test,test
Basil_Plant_Unhealthy/IMG_20201217_151841.jpg,Unhealthy,,300,300,f6a28565b7756791b6462dbf2be34fb90f27ead8a732994fbf78559a44cdfb9d,ee3dfb7725bf96a813ee6388d7be64ff8d5982514b17af5fdf7797777e999f0a,7548570901865529874,group-00917,development,train
Basil_Plant_Unhealthy/IMG_20201217_151841_1.jpg,Unhealthy,,300,300,7d9ab1fd92a86c79c2bc5dc1f302f7f61aa3a5efeda50341f04efb8e0f5ac4b7,7043063bbfc182f21f12858cb28ab3ae5c19a8e2cf0a3f44ad28c98d8be6b141,4705639191140995762,group-00918,development,val
Basil_Plant_Unhealthy/IMG_20201217_151842.jpg,Unhealthy,,300,300,d85e2d284092e1e9c06888327124c7ba1aff3429b1300aa268de11bdcc769a2a,5b292fca304f937c66293ccd028a743d3db7e4fb220a9c4e8b94160ab5237091,8737486620109673106,group-00919,development,val
Basil_Plant_Unhealthy/IMG_20201217_151843.jpg,Unhealthy,,300,300,d9c4bdf7aa102270c50bf56cbd8bb851187173cfe34c7523bfffe84932c7557f,ecd08e9cdb6dfa7e59fdb4e900437d574e0256d11b7a1844d3a0eda396e06aae,8212188188110864986,group-00920,development,train
Basil_Plant_Unhealthy/IMG_20201217_151844.jpg,Unhealthy,,300,300,e258452a6fa6ffb47feee7915a2bd5b17a38f40f0bd5de5f60cc8131361576cf,4491375dc4abf2680057ab0eca8e30fe82c84150bda6b1a4e8df331d57bb0603,4432814879439452890,group-00921,test,test
Basil_Plant_Unhealthy/IMG_20201217_151845.jpg,Unhealthy,,300,300,03ecc2a973ac20be49bc4d444dbfd12d3ae22ce9cb114d25c65f6fc29383c251,cf17bd00584b7b7b012b19a656cdcecb6c5dda6fb604b22270cd3fb747b9ea76,1132573562436436050,group-00922,development,train
Basil_Plant_Unhealthy/IMG_20201217_151846.jpg,Unhealthy,,300,300,5b3e27edc6f4323ef4074acbeb34a50de4ae22dcf6556550e041a26fdc9213ae,b1f3b6e4920103560c032234c96996f7bee7cebadef6c36f749a6adb8fc8eeae,987956997830509130,group-00923,test,test
Basil_Plant_Unhealthy/IMG_20201217_151847.jpg,Unhealthy,,300,300,b7835268fa09584462f2412bd8682b3836ac950509a0209fffa0dbec682f9245,c5a92b0ce2057e071a11fd8ad7b663d335f187439ebf4e584f742b063087b674,9062620832313739978,group-00924,development,val
Basil_Plant_Unhealthy/IMG_20201217_151849.jpg,Unhealthy,,300,300,dbf6fe945e9fd3d2933ebd36b78b124ea05f735f5b8a418e3ccc237a8f545013,b72c91706f781b9ee6bd7d1346f9b0df6ea5e3424b87eeca1c0a40987af52518,7947874235600177882,group-00925,test,test
Basil_Plant_Unhealthy/IMG_20201217_151850.jpg,Unhealthy,,300,300,88910b2f6ccff4ab395776dc9db6e69e2c24b9cb2206909c164fb395dd681cf5,3855034784f307074365c2da8b7222e87f4519670361ff381f0930103b92af71,7477243744273533642,group-00926,development,val
Basil_Plant_Unhealthy/IMG_20201217_151852.jpg,Unhealthy,,300,300,0a4dcf8d1c9c434aec76ccfa9a650f0f32a4a5630b36ff79e67a02e058c5e998,0f809de57b3a5bed47d9602a4523298701a0da69236122ff57c6d7fb9eea786c,7313990594695498924,group-00929,development,val
Basil_Plant_Unhealthy/IMG_20201217_151853.jpg,Unhealthy,,300,300,cf6640cb114ed8ac28b2c6639c3672c211d6cf8a53e1522bb0ec1b23ce0411fc,7dae2c65bd05d015cc0a099ca0c32287c28e940f7ad38be49a04021592fd9a9a,8466909933565086892,group-00929,development,val
Basil_Plant_Unhealthy/IMG_20201217_151854.jpg,Unhealthy,,300,300,4a5bef58880c55323e11b75b63965aab0cefe4f55e15cb5ce0a5b08468b1270b,e14695cf6dddc9594524e53e515fd5c48934b7c33d0464a870bcc91e083ff58b,7890451345925180588,group-00929,development,val
Basil_Plant_Unhealthy/IMG_20201217_151855.jpg,Unhealthy,,300,300,e2f96d128e61c424bba3a1455127075c67b4cd7a653af02d3043a3f69c1f2a44,ff9f75280181482b2702689a917bd971c8daa4b556f6f6895378f62f03c4f63b,7602256429018762444,group-00930,development,val
Basil_Plant_Unhealthy/IMG_20201217_151857.jpg,Unhealthy,,300,300,4444cb54b03a746eee0b6c51808a60a0c4331dac3b58a33b6d4d4ae127eb7747,c79dfc5bb3a94b72cb1da9c1e9116628fc8bee2951683a7ee1a6080744377656,4685339912612333772,group-00931,development,train
Basil_Plant_Unhealthy/IMG_20201217_151858.jpg,Unhealthy,,300,300,ff4abf9a60e7f3e9e9f56c1c5af29d7ef2fbc77e815d4cdc8fa87df61c2d0524,fbd3e66f6d74747ab37db7dedfd1f745b9bc55d9d871ad2db661646112a24af1,3763805943928056878,group-00932,development,train
Basil_Plant_Unhealthy/IMG_20201217_151906.jpg,Unhealthy,,300,300,3597c5836cb2014e0ad670b5c460f7ecc16616919aac6a5628b1ddd1b85b3f33,2338d8ae2b5e766a86e5de6fbd60d249534d29f0fe71e8225564674fa202ee83,361329842608794796,group-00933,development,train
Basil_Plant_Unhealthy/IMG_20201217_151907.jpg,Unhealthy,,300,300,280ead5c82a4e551d464f725438f0dfa2dcd8c827e1ea2d57e42ca9b3da93cbf,d5dbc80fb493c047efeda5c11dc31014fa5bf1770c0fc46f491dee5569711a43,5006748430689993940,group-00934,development,train
Basil_Plant_Unhealthy/IMG_20201217_151908.jpg,Unhealthy,,300,300,1e635466025f5d17c2905b0a992e93a5f7136deb2115b6948f6e0d5bfac7c46b,cfa2f671af181b42f02f7cbd5aaa02ce097d6975e57311ad8e6b23fbec791743,4696121552440509460,group-00935,development,train
Basil_Plant_Unhealthy/IMG_20201217_151909.jpg,Unhealthy,,300,300,9589b0c0ab38f9be806fbb4a4a5d16d65481df2a4a3fea58725c642fa1827773,0f06ef8a9c9f9b1ef9b084e0a2a98028bafbc2bb590a2dfbdd9f3fc7a1e122c6,7137002043632632900,group-00936,test,test
Basil_Plant_Unhealthy/IMG_20201217_151910.jpg,Unhealthy,,300,300,0add17608309c94c170a29942177200c012021189ce456e2b6d49bc785ea9009,d040460a34af980abf4cba4be8bace0727fd50a03e255d9153136fb841aad65d,4084408317513942214,group-00937,development,train
Basil_Plant_Unhealthy/IMG_20201217_151911.jpg,Unhealthy,,300,300,f41331044e517fb4e02c9bed0db742bf2af6e47c4e656839384c83f570a40f09,bd54c094b5779fe91497e98df47345bcc643dbd76babb3448bbf1f4d293bfaa9,2570635893032731844,group-00940,development,train
Basil_Plant_Unhealthy/IMG_20201217_151913.jpg,Unhealthy,,300,300,b7bc75abe6196d52320e1bb2b8e03d7067addf9bd7be5404ed3e5073c0f2b2da,239a120e2bcc958149d6119804ba567d04e9332d35967a951938b1bf9595b48a,264775291637187750,group-00940,development,train
Basil_Plant_Unhealthy/IMG_20201217_151913_1.jpg,Unhealthy,,300,300,9b8b68b9e258ad4aab5553cad723c51f8e029f8429fdf5dcd75136af5dbc70f5,1ba9bb84f1741dd0acdaec8ca98586ff7a77c2fc602718ae95f9eacaa5bc0de6,265338241590609092,group-00940,development,train
Basil_Plant_Unhealthy/IMG_20201217_151915.jpg,Unhealthy,,300,300,8a1a537da72bec9c78b4d7b4487cedf4f0a1dd902a1d3a5aa560fcd00127afbb,90516036aa00e6964669e6241af81a1693399ada857242ddd87872bdfec32b87,1407246900261151974,group-00941,test,test
Basil_Plant_Unhealthy/IMG_20201217_151916.jpg,Unhealthy,,300,300,7fb856f4af2b0a84a8ef6b960d72d3622087c4fa5120ac50d230751f3f34847b,5eb1407c5f9de9782909e9a2cd0c7dfc9433777d515c93f89dd658ffe70b57aa,695669295265461990,group-00942,development,val
Basil_Plant_Unhealthy/IMG_20201217_151917.jpg,Unhealthy,,300,300,bbb46fc022d0d51676b0a04f42c993c991349d73fd7bbff2455ad19c3696dc40,48799b105bb117ec250a0d9e0c63d56a78520845fd4de86a0d44685f1fd11e3c,1839581677004371638,group-00943,development,train
Basil_Plant_Unhealthy/IMG_20201217_151918.jpg,Unhealthy,,300,300,881b8f4886ee88f2550f94d19a85aad74c0b9bec451af24f805899e9f3107cc0,da0ab5dae580a735d49b45dbc3cd56630a07e775b3d40caa1938d2f366f195e6,834225627959236278,group-00944,test,test
Basil_Plant_Unhealthy/IMG_20201217_151920.jpg,Unhealthy,,300,300,06313043e9d660ce882724e7e0364a7e5370001ed22edcecf82ec2bfaaad7d96,20c1896492925dac03df98cf0b771a0820aaac918cd5877331dab3d68fe299ef,6994024172981162642,group-00945,development,train
Basil_Plant_Unhealthy/IMG_20201217_151920_1.jpg,Unhealthy,,300,300,6f64d5d9ad65bcc6e48b6346f8e6ec854ebed1fb6bc3da9ad40ff88eafebb90c,ae1d3d912621ce12cfa1407ac03402e5cc548b0305e0ee9923b1d7856c7bb63c,3427104822699086354,group-00946,development,train
Basil_Plant_Unhealthy/IMG_20201217_151922.jpg,Unhealthy,,300,300,4ecb4dc2252d2c19ec255236b9ffb14c81810c73fb966aacd198ebb6018e634f,003a690345a15549a84f873de6ce3752f8823dec7974d73982f80620067c3f55,2865843619424172650,group-00947,development,train
Basil_Plant_Unhealthy/IMG_20201217_151924.jpg,Unhealthy,,300,300,096b36111d94c581a6ab013d1f7a75560c972edbfd38b0d3db738f9af6f61110,829c1430bfa368ec71555c3f8a3c832dd8f4fed52b1d4bc7580bce00a5276283,7188193428013103658,group-00948,development,train
Basil_Plant_Unhealthy/IMG_20201217_151926.jpg,Unhealthy,,300,300,95e1ca6d65706d9e21ce4e2354df42c445d80ed8fefdc8cabe7a8c950e52498d,24094534ad57b83f4631cb541a8a296a14851abaa946222f340441a7c36baa34,7650394258942587972,group-00949,test,test
